id,price
100000,6902446.296289852
100001,4911731.361751703
100002,4756748.6768770935
100003,3243754.740337379
100004,5812304.426436155
100005,4762427.7740542125
100006,1487878.7288149216
100007,539415.3998927568
100008,3102447.43133286
100009,679941.1943216802
100010,5911522.412088906
100011,4379268.830377946
100012,7954514.954454515
100013,2064858.7465745672
100014,4304442.59693742
100015,4974208.968005063
100016,7667212.342911156
100017,3271018.0022843895
100018,4204570.350487595
100019,7721537.34270668
100020,5127236.127914916
100021,3924153.477445857
100022,6194384.6952077
100023,12881504.529498216
100024,4332196.537655314
100025,4393619.051040431
100026,4127123.6610342343
100027,4926281.781129491
100028,4520027.045775777
100029,2840442.1183641646
100030,3236041.6029686094
100031,7508260.4923830135
100032,2690424.4478367707
100033,3987169.099249138
100034,3789691.78077189
100035,4342359.513630723
100036,3083442.8276260723
100037,3829102.23715702
100038,6657915.01621271
100039,4734796.39759401
100040,9511102.695827223
100041,3137884.0402737474
100042,3622788.7797309626
100043,3805276.039460319
100044,2512610.457875147
100045,3472811.879823026
100046,2559338.352583518
100047,3232180.497329638
100048,9816299.178407619
100049,2834359.604823109
100050,1612926.7402707937
100051,4513412.528140698
100052,8930397.130998852
100053,6747971.818472352
100054,3173421.5652292804
100055,10948486.922803408
100056,4982973.731627254
100057,3523420.20993496
100058,8835871.823739134
100059,5082866.975321481
100060,5114304.033907719
100061,13594608.327484604
100062,4788212.334442299
100063,3541655.3245985676
100064,1949040.8194716992
100065,802883.5307510613
100066,5061380.781305253
100067,5817428.549984035
100068,2539509.7027123338
100069,3060684.8474170705
100070,8841278.111784939
100071,8230203.193608468
100072,2500704.252500025
100073,3614716.8961874098
100074,1466913.9245459975
100075,3289229.9978598715
100076,7694708.167870361
100077,2072621.8295313607
100078,4636215.618846856
100079,721346.323496662
100080,3914710.572736852
100081,700234.8710587751
100082,6381812.229956774
100083,8041203.015244446
100084,4198991.620267952
100085,5141868.765478144
100086,3808454.1037827185
100087,2607274.121434808
100088,7628508.849544431
100089,3624540.580202
100090,4675316.893505485
100091,7501200.860032172
100092,3972511.8067198135
100093,8871819.693241626
100094,11143247.03794955
100095,3116044.746512681
100096,7697922.708886367
100097,5143069.805500787
100098,7673968.684401321
100099,8213895.707082181
100100,2296549.919931358
100101,1885500.3816392333
100102,5077433.323327894
100103,7693251.28780054
100104,8978071.45825405
100105,3036974.3792159786
100106,7084625.485541982
100107,3288667.077774146
100108,7752495.999217931
100109,4431356.405423625
100110,1880028.593820783
100111,3286636.374111882
100112,4523891.493873576
100113,2306355.464618918
100114,5253197.065559186
100115,1873260.709113532
100116,3588787.321820774
100117,6202062.802305957
100118,4171925.992295139
100119,10563269.162780762
100120,2769682.9748167847
100121,3142547.8037888445
100122,26681682.18703072
100123,1669167.7655659155
100124,9332123.872536903
100125,3484790.3577931984
100126,9500078.01403161
100127,4688846.948301076
100128,3901315.3791645374
100129,1173793.0398963513
100130,13874677.259576648
100131,7364207.059814308
100132,12796969.96954117
100133,3905627.257084376
100134,6033293.22690738
100135,4890997.115495949
100136,6004333.646958385
100137,5768885.749761458
100138,2527763.4461049256
100139,2459643.4069423554
100140,9965244.05638921
100141,16797974.41174124
100142,2212265.988489442
100143,4504770.522807213
100144,2179427.6219072514
100145,2737131.199737348
100146,3201064.959074152
100147,1617705.196103446
100148,7498124.9090510905
100149,8447815.336832628
100150,4888595.120374966
100151,3870782.707976985
100152,1888923.463968832
100153,6963902.174300089
100154,3118098.9887843495
100155,2083691.811823211
100156,3763781.850237153
100157,4223293.706173926
100158,4212036.31798519
100159,8104405.307281842
100160,5061290.001315078
100161,7136048.143232624
100162,2130428.741609299
100163,22347398.253833514
100164,11200225.771724364
100165,10776698.436915144
100166,3442112.88295372
100167,4390969.646634872
100168,1997275.7008589515
100169,6745550.60874673
100170,2851838.004247995
100171,1120786.230492165
100172,2954357.4009644166
100173,3345824.243757567
100174,3096317.4141711234
100175,5979389.505288732
100176,1080293.2267997388
100177,18172249.18788113
100178,7312612.403369902
100179,1995118.949962482
100180,3262649.11313156
100181,8010379.384225551
100182,2409744.6439913474
100183,1024793.1077649624
100184,5026722.454987552
100185,4257170.790932948
100186,3076930.9768809276
100187,2473351.693968227
100188,722528.1562789215
100189,2449073.1233467404
100190,18668708.40003935
100191,1674007.7168372488
100192,6972390.646604846
100193,9554335.77388562
100194,4958725.030289097
100195,925963.4806404245
100196,7211271.898008782
100197,2751133.0973227364
100198,1662798.96930625
100199,2056193.7446353363
100200,1805280.602998116
100201,7655972.046629664
100202,4450891.650561107
100203,3305811.493154503
100204,6674724.937913036
100205,1325460.8594259536
100206,27458603.3029677
100207,5682487.797621577
100208,4699914.160674013
100209,3125283.250806243
100210,3001565.492175134
100211,7439496.536217556
100212,3118670.298960773
100213,7928836.869313195
100214,7743360.421728493
100215,5578544.040785447
100216,4011075.442637766
100217,4184538.013207869
100218,3902642.101872978
100219,3812586.556450679
100220,4748228.353710453
100221,6022482.382230992
100222,4781606.810525801
100223,5260710.40239888
100224,3518213.8345527067
100225,3104222.29675206
100226,1588820.7818617232
100227,2783944.4420217066
100228,4969090.795354883
100229,1364032.8849160483
100230,13742574.084012378
100231,5707768.751405172
100232,11413668.914725235
100233,2110243.809814756
100234,5167684.41352547
100235,4432880.3899046555
100236,7209060.136313712
100237,4773427.8652710365
100238,3180871.4580041957
100239,3278197.624319036
100240,3266223.9528115788
100241,5199355.5868542865
100242,2629255.1637995546
100243,2215447.1536042904
100244,6316223.756947579
100245,2616296.648597646
100246,1682688.1538707523
100247,8023092.14041278
100248,6944598.4131762395
100249,2188206.7510792776
100250,8287193.817398276
100251,9610453.42711763
100252,2118232.927000683
100253,4584143.768776484
100254,1949009.9347351382
100255,4284288.85341322
100256,5314356.579929216
100257,4359560.203461995
100258,20863661.34140216
100259,4217093.021901466
100260,3775583.665918514
100261,7553899.140673933
100262,3518175.666582599
100263,13040093.786450353
100264,4678397.41755386
100265,6801601.915268326
100266,5547762.788326072
100267,8080564.464294671
100268,3053515.603732219
100269,11835867.378761247
100270,1429625.476796889
100271,13651838.510617772
100272,4371753.577331347
100273,4333783.153193835
100274,2568097.7981815003
100275,1405456.207974792
100276,5730188.353632094
100277,2766886.428852767
100278,6092253.380778699
100279,1552812.209191167
100280,5752856.062747896
100281,9452357.01385598
100282,1963457.013779919
100283,3534855.4750557817
100284,4754930.586166032
100285,8620691.9223211
100286,3614589.3190854085
100287,8553045.4861955
100288,2164463.9552827138
100289,25302314.152742326
100290,3991152.927135827
100291,3273493.0038776943
100292,3945272.0184737346
100293,2171524.4558244497
100294,1686703.5478153275
100295,2726413.0228374917
100296,4234449.05236969
100297,4267128.570947971
100298,2725361.5222368115
100299,6460251.385496617
100300,8079782.397487639
100301,2639426.7154363426
100302,1228772.8853057167
100303,4174646.3742928635
100304,3741850.221311647
100305,4463840.934794474
100306,5869095.242412484
100307,3272529.5426154085
100308,5308317.428842644
100309,7399830.459920089
100310,14063399.4362637
100311,3705016.3945221566
100312,1628181.421412775
100313,3222840.4177248725
100314,8517571.498775616
100315,1490490.1978489573
100316,9608357.062522925
100317,3538274.558858893
100318,3285725.8595337006
100319,4199939.969684004
100320,541063.3224244931
100321,3739105.304721517
100322,5438780.513230862
100323,12871704.964181593
100324,2086493.2364044848
100325,4219954.337171218
100326,5117684.3659308
100327,3444979.638399753
100328,3209925.486632078
100329,3519931.3355530924
100330,6444046.867252932
100331,2011445.8612720456
100332,2086783.1763250977
100333,4379003.700215383
100334,4677883.155907472
100335,3562051.570524332
100336,6867313.959641935
100337,7276922.855789913
100338,9661966.661533188
100339,3794904.9621941745
100340,9724947.492573272
100341,5156084.993595371
100342,5790291.493716093
100343,9172381.792065145
100344,5120862.018914828
100345,3265284.402388499
100346,2379705.205315915
100347,3680476.561746901
100348,4644809.149890349
100349,4981200.491002517
100350,5005407.2271220805
100351,3882168.405428647
100352,6644929.156617766
100353,5315598.912568667
100354,1703029.4172429044
100355,5608513.67384397
100356,3291060.874368613
100357,5466354.04536927
100358,2835348.6512682075
100359,4851614.969098406
100360,7992436.967987389
100361,1463235.1663408661
100362,4002002.869254468
100363,7242350.1584630245
100364,3400730.143206862
100365,1674155.8543857795
100366,6194096.758661469
100367,9226728.847559653
100368,10833116.28405672
100369,4099536.856587096
100370,8950512.07564651
100371,7376020.358370904
100372,4081500.289327151
100373,2415545.2408113796
100374,6332609.529882644
100375,2865488.827055324
100376,5080988.426266871
100377,5062800.580467833
100378,7083475.5015091505
100379,3218745.426472293
100380,6107022.304611529
100381,4126444.037720717
100382,6622206.261035705
100383,8692852.053302959
100384,4544993.831394098
100385,8265762.964518391
100386,1026964.2460595615
100387,6657154.189689686
100388,1615712.3534459625
100389,7032141.305136933
100390,2922659.857533793
100391,4462289.198533431
100392,3567705.9650785164
100393,2128015.198096962
100394,2335565.4714142825
100395,5507496.948858417
100396,6249349.5737473965
100397,2737614.8677312327
100398,5743706.345113954
100399,8627655.145293903
100400,2843168.0367118893
100401,2888218.327699926
100402,6974358.45465543
100403,3361557.5877672946
100404,5358554.751602814
100405,2484779.642290772
100406,2296567.7771029565
100407,2900584.7333786217
100408,10469486.34716766
100409,2024257.9942352355
100410,3158838.5575206983
100411,6352255.676120071
100412,1356188.6125539537
100413,1748946.2809507025
100414,3754804.926857091
100415,4285621.731738563
100416,7614647.39479337
100417,5337915.033687431
100418,6414253.601002326
100419,8922677.065721696
100420,1876721.4391520543
100421,946101.4556807651
100422,2533967.8902393305
100423,2225003.462985031
100424,1822211.9135109738
100425,7648598.854750082
100426,5722281.025776226
100427,4794880.656586002
100428,12803390.606200159
100429,4689974.771313609
100430,3774519.1477703396
100431,7637816.582551525
100432,3034555.738723972
100433,4876953.501663932
100434,5537802.674951435
100435,8652975.42384834
100436,8879889.164202398
100437,4692429.112650691
